property_id,day,repair_status,actual_repair_cost_aud
GNAF-GANSW704800199,0,awaiting_insurance,
GNAF-GANSW704800199,3,in_queue,
GNAF-GANSW704800199,197,in_progress,
GNAF-GANSW704800199,219,completed,73347.18
GNAF-GANSW704847276,0,not_started,
GNAF-GANSW704840607,0,not_started,
GNAF-GANSW712292073,0,awaiting_insurance,
GNAF-GANSW712292073,3,in_queue,
GNAF-GANSW712292073,227,in_progress,
GNAF-GANSW712292073,241,completed,31303.0
GNAF-GANSW704844796,0,not_started,
GNAF-GANSW704841388,0,not_started,
GNAF-GANSW704847612,0,not_started,
GNAF-GANSW704837337,0,not_started,
GNAF-GANSW704833393,0,not_started,
GNAF-GANSW704828667,0,not_started,
GNAF-GANSW704844660,0,not_started,
GNAF-GANSW704844252,0,not_started,
GNAF-GANSW704837305,0,not_started,
GNAF-GANSW712286362,0,not_started,
GNAF-GANSW704840713,0,not_started,
GNAF-GANSW709246517,0,not_started,
GNAF-GANSW717092472,0,awaiting_insurance,
GNAF-GANSW717092472,10,in_queue,
GNAF-GANSW717092472,168,in_progress,
GNAF-GANSW717092472,186,completed,44108.65
GNAF-GANSW704841775,0,not_started,
GNAF-GANSW704846908,0,not_started,
GNAF-GANSW704847574,0,not_started,
GNAF-GANSW704846976,0,not_started,
GNAF-GANSW704847329,0,not_started,
GNAF-GANSW704830751,0,not_started,
GNAF-GANSW704837314,0,not_started,
GNAF-GANSW704848051,0,not_started,
GNAF-GANSW704848119,0,not_started,
GNAF-GANSW704845037,0,not_started,
GNAF-GANSW704859075,0,not_started,
GNAF-GANSW704859110,0,not_started,
GNAF-GANSW704840614,0,not_started,
GNAF-GANSW704844357,0,not_started,
GNAF-GANSW704787985,0,not_started,
GNAF-GANSW717620128,0,awaiting_insurance,
GNAF-GANSW717620128,5,in_queue,
GNAF-GANSW717620128,176,in_progress,
GNAF-GANSW717620128,188,completed,28714.35
GNAF-GANSW704825378,0,not_started,
GNAF-GANSW704836202,0,not_started,
GNAF-GANSW704848052,0,not_started,
GNAF-GANSW704844374,0,not_started,
GNAF-GANSW721138009,0,not_started,
GNAF-GANSW716836500,0,awaiting_insurance,
GNAF-GANSW716836500,4,in_queue,
GNAF-GANSW716836500,239,in_progress,
GNAF-GANSW716836500,256,completed,57334.92
GNAF-GANSW718156572,0,not_started,
GNAF-GANSW704838386,0,not_started,
GNAF-GANSW716841561,0,awaiting_insurance,
GNAF-GANSW716841561,4,in_queue,
GNAF-GANSW716841561,78,in_progress,
GNAF-GANSW716841561,99,completed,124308.04
GNAF-GANSW705530170,0,awaiting_insurance,
GNAF-GANSW705530170,8,in_queue,
GNAF-GANSW705530170,142,in_progress,
GNAF-GANSW705530170,159,completed,72369.89
GNAF-GANSW705540122,0,awaiting_insurance,
GNAF-GANSW705540122,5,in_queue,
GNAF-GANSW705540122,91,in_progress,
GNAF-GANSW705540122,105,completed,65110.71
GNAF-GANSW705535311,0,awaiting_insurance,
GNAF-GANSW705535311,5,in_queue,
GNAF-GANSW705535311,72,in_progress,
GNAF-GANSW705535311,86,completed,48111.44
GNAF-GANSW705547074,0,awaiting_insurance,
GNAF-GANSW705547074,4,in_queue,
GNAF-GANSW705547074,102,in_progress,
GNAF-GANSW705547074,114,completed,28106.86
GNAF-GANSW705547071,0,awaiting_insurance,
GNAF-GANSW705547071,4,in_queue,
GNAF-GANSW705547071,57,in_progress,
GNAF-GANSW705547071,78,completed,79024.8
GNAF-GANSW709851564,0,awaiting_insurance,
GNAF-GANSW709851564,4,in_queue,
GNAF-GANSW709851564,255,in_progress,
GNAF-GANSW709851564,275,completed,77513.23
GNAF-GANSW709845616,0,awaiting_insurance,
GNAF-GANSW709845616,8,in_queue,
GNAF-GANSW709845616,220,in_progress,
GNAF-GANSW709845616,237,completed,50757.44
GNAF-GANSW705930701,0,awaiting_insurance,
GNAF-GANSW705930701,5,in_queue,
GNAF-GANSW705930701,286,in_progress,
GNAF-GANSW705930701,302,completed,83232.48
GNAF-GANSW705954617,0,awaiting_insurance,
GNAF-GANSW705954617,4,in_queue,
GNAF-GANSW705954617,269,in_progress,
GNAF-GANSW705954617,287,completed,47013.69
GNAF-GANSW705938514,0,awaiting_insurance,
GNAF-GANSW705938514,6,in_queue,
GNAF-GANSW705938514,300,in_progress,
GNAF-GANSW705938514,319,completed,75143.77
GNAF-GANSW705944644,0,awaiting_insurance,
GNAF-GANSW705944644,6,in_queue,
GNAF-GANSW705944644,401,in_progress,
GNAF-GANSW705944644,419,completed,58782.6
GNAF-GANSW705921145,0,awaiting_insurance,
GNAF-GANSW705921145,4,in_queue,
GNAF-GANSW705921145,358,in_progress,
GNAF-GANSW705921145,373,completed,44601.3
GNAF-GANSW705944648,0,awaiting_insurance,
GNAF-GANSW705944648,7,in_queue,
GNAF-GANSW705944648,560,in_progress,
GNAF-GANSW705944648,576,completed,44763.13
GNAF-GANSW705927212,0,awaiting_insurance,
GNAF-GANSW705927212,7,in_queue,
GNAF-GANSW705927212,128,in_progress,
GNAF-GANSW705927212,146,completed,43743.14
GNAF-GANSW705968469,0,awaiting_insurance,
GNAF-GANSW705968469,4,in_queue,
GNAF-GANSW705968469,194,in_progress,
GNAF-GANSW705968469,215,completed,69577.28
GNAF-GANSW704809487,0,not_started,
GNAF-GANSW704840987,0,not_started,
GNAF-GANSW704842062,0,not_started,
GNAF-GANSW717955317,0,not_started,
GNAF-GANSW717617210,0,not_started,
GNAF-GANSW719351366,0,awaiting_insurance,
GNAF-GANSW719351366,8,in_queue,
GNAF-GANSW719351366,113,in_progress,
GNAF-GANSW719351366,184,completed,566715.22
GNAF-GANSW705961270,0,awaiting_insurance,
GNAF-GANSW705961270,2,in_queue,
GNAF-GANSW705961270,256,in_progress,
GNAF-GANSW705961270,271,completed,71339.28
GNAF-GANSW705954600,0,awaiting_insurance,
GNAF-GANSW705954600,6,in_queue,
GNAF-GANSW705954600,261,in_progress,
GNAF-GANSW705954600,284,completed,65818.71
GNAF-GANSW705944658,0,awaiting_insurance,
GNAF-GANSW705944658,5,in_queue,
GNAF-GANSW705944658,367,in_progress,
GNAF-GANSW705944658,383,completed,55905.43
GNAF-GANSW705920524,0,awaiting_insurance,
GNAF-GANSW705920524,4,in_queue,
GNAF-GANSW705920524,266,in_progress,
GNAF-GANSW705920524,280,completed,47119.85
GNAF-GANSW705952015,0,awaiting_insurance,
GNAF-GANSW705952015,7,in_queue,
GNAF-GANSW705952015,472,in_progress,
GNAF-GANSW705952015,484,completed,30683.86
GNAF-GANSW705968456,0,awaiting_insurance,
GNAF-GANSW705968456,13,in_queue,
GNAF-GANSW705968456,368,in_progress,
GNAF-GANSW705968456,383,completed,59588.49
GNAF-GANSW705927241,0,awaiting_insurance,
GNAF-GANSW705927241,11,in_queue,
GNAF-GANSW705927241,331,in_progress,
GNAF-GANSW705927241,348,completed,68364.78
GNAF-GANSW705968438,0,awaiting_insurance,
GNAF-GANSW705968438,5,in_queue,
GNAF-GANSW705968438,260,in_progress,
GNAF-GANSW705968438,276,completed,48363.68
GNAF-GANSW705930870,0,awaiting_insurance,
GNAF-GANSW705930870,10,in_queue,
GNAF-GANSW705930870,185,in_progress,
GNAF-GANSW705930870,202,completed,56944.85
GNAF-GANSW705921187,0,awaiting_insurance,
GNAF-GANSW705921187,3,in_queue,
GNAF-GANSW705921187,235,in_progress,
GNAF-GANSW705921187,258,completed,138507.16
GNAF-GANSW704837669,0,not_started,
GNAF-GANSW705938487,0,awaiting_insurance,
GNAF-GANSW705938487,6,in_queue,
GNAF-GANSW705938487,377,in_progress,
GNAF-GANSW705938487,397,completed,65066.37
GNAF-GANSW705961287,0,awaiting_insurance,
GNAF-GANSW705961287,4,in_queue,
GNAF-GANSW705961287,297,in_progress,
GNAF-GANSW705961287,316,completed,55032.34
GNAF-GANSW705941758,0,awaiting_insurance,
GNAF-GANSW705941758,5,in_queue,
GNAF-GANSW705941758,368,in_progress,
GNAF-GANSW705941758,389,completed,67046.09
GNAF-GANSW717955324,0,not_started,
GNAF-GANSW717895647,0,awaiting_insurance,
GNAF-GANSW717895647,3,in_queue,
GNAF-GANSW717895647,191,in_progress,
GNAF-GANSW717895647,204,completed,43207.6
GNAF-GANSW705226168,0,awaiting_insurance,
GNAF-GANSW705226168,6,in_queue,
GNAF-GANSW705226168,231,in_progress,
GNAF-GANSW705226168,246,completed,33775.41
GNAF-GANSW720777124,0,not_started,
GNAF-GANSW720605351,0,not_started,
GNAF-GANSW716758687,0,not_started,
GNAF-GANSW705920541,0,awaiting_insurance,
GNAF-GANSW705920541,3,in_queue,
GNAF-GANSW705920541,288,in_progress,
GNAF-GANSW705920541,303,completed,50119.6
GNAF-GANSW716758688,0,not_started,
GNAF-GANSW716758689,0,not_started,
GNAF-GANSW716758690,0,not_started,
GNAF-GANSW716758684,0,not_started,
GNAF-GANSW716758685,0,not_started,
GNAF-GANSW705244783,0,not_started,
GNAF-GANSW705213411,0,not_started,
GNAF-GANSW704642079,0,not_started,
GNAF-GANSW716495355,0,awaiting_insurance,
GNAF-GANSW716495355,6,in_queue,
GNAF-GANSW716495355,492,in_progress,
GNAF-GANSW716495355,507,completed,41419.34
GNAF-GANSW704639947,0,not_started,
GNAF-GANSW718515246,0,not_started,
GNAF-GANSW705216758,0,not_started,
GNAF-GANSW705242200,0,not_started,
GNAF-GANSW704824872,0,not_started,
GNAF-GANSW704859872,0,not_started,
GNAF-GANSW705231391,0,not_started,
GNAF-GANSW705222703,0,not_started,
GNAF-GANSW705219353,0,not_started,
GNAF-GANSW704834756,0,not_started,
GNAF-GANSW709250062,0,not_started,
GNAF-GANSW705230323,0,awaiting_insurance,
GNAF-GANSW705230323,3,in_queue,
GNAF-GANSW705230323,342,in_progress,
GNAF-GANSW705230323,362,completed,80728.57
GNAF-GANSW718056101,0,not_started,
GNAF-GANSW705233707,0,not_started,
GNAF-GANSW705219416,0,not_started,
GNAF-GANSW708002414,0,not_started,
GNAF-GANSW718535079,0,not_started,
GNAF-GANSW721056379,0,not_started,
GNAF-GANSW705244734,0,awaiting_insurance,
GNAF-GANSW705244734,4,in_queue,
GNAF-GANSW705244734,184,in_progress,
GNAF-GANSW705244734,196,completed,31781.73
GNAF-GANSW710182818,0,awaiting_insurance,
GNAF-GANSW710182818,4,in_queue,
GNAF-GANSW710182818,109,in_progress,
GNAF-GANSW710182818,122,completed,38819.37
GNAF-GANSW718535080,0,not_started,
GNAF-GANSW718535081,0,not_started,
GNAF-GANSW718535082,0,not_started,
GNAF-GANSW719178421,0,not_started,
GNAF-GANSW704653874,0,awaiting_insurance,
GNAF-GANSW704653874,3,in_queue,
GNAF-GANSW704653874,286,in_progress,
GNAF-GANSW704653874,303,completed,74375.49
GNAF-GANSW704661285,0,not_started,
GNAF-GANSW708002466,0,not_started,
GNAF-GANSW712292285,0,not_started,
GNAF-GANSW708004186,0,not_started,
GNAF-GANSW708013140,0,not_started,
GNAF-GANSW709845885,0,awaiting_insurance,
GNAF-GANSW709845885,5,in_queue,
GNAF-GANSW709845885,411,in_progress,
GNAF-GANSW709845885,429,completed,52629.89
GNAF-GANSW712300788,0,not_started,
GNAF-GANSW716995860,0,awaiting_insurance,
GNAF-GANSW716995860,6,in_queue,
GNAF-GANSW716995860,161,in_progress,
GNAF-GANSW716995860,178,completed,65442.13
GNAF-GANSW712293292,0,awaiting_insurance,
GNAF-GANSW712293292,6,in_queue,
GNAF-GANSW712293292,196,in_progress,
GNAF-GANSW712293292,209,completed,41105.85
GNAF-GANSW712278540,0,awaiting_insurance,
GNAF-GANSW712278540,6,in_queue,
GNAF-GANSW712278540,243,in_progress,
GNAF-GANSW712278540,260,completed,63830.58
GNAF-GANSW708007285,0,awaiting_insurance,
GNAF-GANSW708007285,2,in_queue,
GNAF-GANSW708007285,196,in_progress,
GNAF-GANSW708007285,210,completed,81082.65
GNAF-GANSW704846247,0,not_started,
GNAF-GANSW705934318,0,awaiting_insurance,
GNAF-GANSW705934318,16,in_queue,
GNAF-GANSW705934318,79,in_progress,
GNAF-GANSW705934318,97,completed,76042.65
GNAF-GANSW717995032,0,not_started,
GNAF-GANSW718050338,0,awaiting_insurance,
GNAF-GANSW718050338,8,in_queue,
GNAF-GANSW718050338,369,in_progress,
GNAF-GANSW718050338,391,completed,82301.43
GNAF-GANSW716995862,0,awaiting_insurance,
GNAF-GANSW716995862,5,in_queue,
GNAF-GANSW716995862,144,in_progress,
GNAF-GANSW716995862,160,completed,82306.59
GNAF-GANSW712266612,0,not_started,
GNAF-GANSW712258930,0,awaiting_insurance,
GNAF-GANSW712258930,4,in_queue,
GNAF-GANSW712258930,285,in_progress,
GNAF-GANSW712258930,301,completed,65224.29
GNAF-GANSW716836619,0,awaiting_insurance,
GNAF-GANSW716836619,8,in_queue,
GNAF-GANSW716836619,304,in_progress,
GNAF-GANSW716836619,320,completed,56065.93
GNAF-GANSW716702901,0,not_started,
GNAF-GANSW707990791,0,not_started,
GNAF-GANSW712278544,0,awaiting_insurance,
GNAF-GANSW712278544,2,in_queue,
GNAF-GANSW712278544,170,in_progress,
GNAF-GANSW712278544,184,completed,68803.27
GNAF-GANSW705236976,0,awaiting_insurance,
GNAF-GANSW705236976,4,in_queue,
GNAF-GANSW705236976,214,in_progress,
GNAF-GANSW705236976,237,completed,86436.55
GNAF-GANSW705248034,0,not_started,
GNAF-GANSW705238143,0,not_started,
GNAF-GANSW705232111,0,not_started,
GNAF-GANSW709803624,0,awaiting_insurance,
GNAF-GANSW709803624,4,in_queue,
GNAF-GANSW709803624,339,in_progress,
GNAF-GANSW709803624,352,completed,48781.15
GNAF-GANSW716501795,0,awaiting_insurance,
GNAF-GANSW716501795,3,in_queue,
GNAF-GANSW716501795,354,in_progress,
GNAF-GANSW716501795,374,completed,47718.82
GNAF-GANSW712312617,0,not_started,
GNAF-GANSW704642054,0,not_started,
GNAF-GANSW719190039,0,awaiting_insurance,
GNAF-GANSW719190039,7,in_queue,
GNAF-GANSW719190039,205,in_progress,
GNAF-GANSW719190039,222,completed,74097.36
GNAF-GANSW704846140,0,not_started,
GNAF-GANSW718766165,0,awaiting_insurance,
GNAF-GANSW718766165,2,in_queue,
GNAF-GANSW718766165,127,in_progress,
GNAF-GANSW718766165,150,completed,69656.95
GNAF-GANSW717076988,0,not_started,
GNAF-GANSW719392299,0,not_started,
GNAF-GANSW712258929,0,awaiting_insurance,
GNAF-GANSW712258929,5,in_queue,
GNAF-GANSW712258929,230,in_progress,
GNAF-GANSW712258929,250,completed,74715.18
GNAF-GANSW705229866,0,not_started,
GNAF-GANSW719390103,0,awaiting_insurance,
GNAF-GANSW719390103,4,in_queue,
GNAF-GANSW719390103,97,in_progress,
GNAF-GANSW719390103,117,completed,68181.81
GNAF-GANSW707999675,0,not_started,
GNAF-GANSW707989982,0,not_started,
GNAF-GANSW708000729,0,not_started,
GNAF-GANSW707999712,0,awaiting_insurance,
GNAF-GANSW707999712,3,in_queue,
GNAF-GANSW707999712,334,in_progress,
GNAF-GANSW707999712,350,completed,57302.99
GNAF-GANSW716491078,0,not_started,
GNAF-GANSW717908235,0,awaiting_insurance,
GNAF-GANSW717908235,6,in_queue,
GNAF-GANSW717908235,389,in_progress,
GNAF-GANSW717908235,406,completed,85182.58
GNAF-GANSW712278783,0,not_started,
GNAF-GANSW717808245,0,not_started,
GNAF-GANSW709845887,0,awaiting_insurance,
GNAF-GANSW709845887,5,in_queue,
GNAF-GANSW709845887,333,in_progress,
GNAF-GANSW709845887,348,completed,48839.27
GNAF-GANSW716491065,0,not_started,
GNAF-GANSW721752740,0,not_started,
GNAF-GANSW709838541,0,awaiting_insurance,
GNAF-GANSW709838541,3,in_queue,
GNAF-GANSW709838541,120,in_progress,
GNAF-GANSW709838541,133,completed,40334.02
GNAF-GANSW716491536,0,not_started,
GNAF-GANSW715986790,0,awaiting_insurance,
GNAF-GANSW715986790,8,in_queue,
GNAF-GANSW715986790,158,in_progress,
GNAF-GANSW715986790,172,completed,25967.32
GNAF-GANSW715986792,0,awaiting_insurance,
GNAF-GANSW715986792,3,in_queue,
GNAF-GANSW715986792,221,in_progress,
GNAF-GANSW715986792,235,completed,29690.21
GNAF-GANSW717792527,0,awaiting_insurance,
GNAF-GANSW717792527,4,in_queue,
GNAF-GANSW717792527,406,in_progress,
GNAF-GANSW717792527,420,completed,46009.78
GNAF-GANSW712286763,0,not_started,
GNAF-GANSW705236265,0,not_started,
GNAF-GANSW716491520,0,not_started,
GNAF-GANSW719948717,0,awaiting_insurance,
GNAF-GANSW719948717,6,in_queue,
GNAF-GANSW719948717,228,in_progress,
GNAF-GANSW719948717,240,completed,26145.94
GNAF-GANSW717922289,0,not_started,
GNAF-GANSW721136553,0,not_started,
GNAF-GANSW705236279,0,awaiting_insurance,
GNAF-GANSW705236279,3,in_queue,
GNAF-GANSW705236279,455,in_progress,
GNAF-GANSW705236279,473,completed,49446.7
GNAF-GANSW720432789,0,not_started,
GNAF-GANSW704846039,0,not_started,
GNAF-GANSW717110664,0,awaiting_insurance,
GNAF-GANSW717110664,5,in_queue,
GNAF-GANSW717110664,91,in_progress,
GNAF-GANSW717110664,106,completed,47202.66
GNAF-GANSW717110665,0,awaiting_insurance,
GNAF-GANSW717110665,7,in_queue,
GNAF-GANSW717110665,60,in_progress,
GNAF-GANSW717110665,78,completed,49405.51
GNAF-GANSW704861775,0,not_started,
GNAF-GANSW705238029,0,not_started,
GNAF-GANSW705247359,0,awaiting_insurance,
GNAF-GANSW705247359,4,in_queue,
GNAF-GANSW705247359,307,in_progress,
GNAF-GANSW705247359,322,completed,54869.33
GNAF-GANSW718051710,0,not_started,
GNAF-GANSW705224567,0,not_started,
GNAF-GANSW716732656,0,awaiting_insurance,
GNAF-GANSW716732656,4,in_queue,
GNAF-GANSW716732656,280,in_progress,
GNAF-GANSW716732656,297,completed,51924.12
GNAF-GANSW705219334,0,not_started,
GNAF-GANSW705230863,0,awaiting_insurance,
GNAF-GANSW705230863,4,in_queue,
GNAF-GANSW705230863,383,in_progress,
GNAF-GANSW705230863,393,completed,28142.25
GNAF-GANSW705230312,0,awaiting_insurance,
GNAF-GANSW705230312,2,in_queue,
GNAF-GANSW705230312,120,in_progress,
GNAF-GANSW705230312,137,completed,41872.5
GNAF-GANSW705213335,0,awaiting_insurance,
GNAF-GANSW705213335,4,in_queue,
GNAF-GANSW705213335,208,in_progress,
GNAF-GANSW705213335,225,completed,71134.95
GNAF-GANSW705225222,0,not_started,
GNAF-GANSW705233602,0,not_started,
GNAF-GANSW717109275,0,not_started,
GNAF-GANSW717021162,0,awaiting_insurance,
GNAF-GANSW717021162,5,in_queue,
GNAF-GANSW717021162,199,in_progress,
GNAF-GANSW717021162,231,completed,124232.82
GNAF-GANSW712286023,0,awaiting_insurance,
GNAF-GANSW712286023,15,in_queue,
GNAF-GANSW712286023,258,in_progress,
GNAF-GANSW712286023,296,completed,221748.09
GNAF-GANSW705216778,0,not_started,
GNAF-GANSW705233604,0,not_started,
GNAF-GANSW705232088,0,not_started,
GNAF-GANSW718061995,0,awaiting_insurance,
GNAF-GANSW718061995,2,in_queue,
GNAF-GANSW718061995,187,in_progress,
GNAF-GANSW718061995,200,completed,21641.45
GNAF-GANSW705228729,0,not_started,
GNAF-GANSW704844333,0,not_started,
GNAF-GANSW717955323,0,not_started,
GNAF-GANSW718060854,0,not_started,
GNAF-GANSW717110668,0,awaiting_insurance,
GNAF-GANSW717110668,4,in_queue,
GNAF-GANSW717110668,123,in_progress,
GNAF-GANSW717110668,146,completed,73868.33
GNAF-GANSW717955326,0,not_started,
GNAF-GANSW718060855,0,not_started,
GNAF-GANSW717110669,0,awaiting_insurance,
GNAF-GANSW717110669,10,in_queue,
GNAF-GANSW717110669,145,in_progress,
GNAF-GANSW717110669,167,completed,92763.45
GNAF-GANSW717110666,0,awaiting_insurance,
GNAF-GANSW717110666,3,in_queue,
GNAF-GANSW717110666,141,in_progress,
GNAF-GANSW717110666,159,completed,77112.21
GNAF-GANSW717020275,0,not_started,
GNAF-GANSW719387499,0,awaiting_insurance,
GNAF-GANSW719387499,3,in_queue,
GNAF-GANSW719387499,150,in_progress,
GNAF-GANSW719387499,171,completed,54572.88
GNAF-GANSW717026616,0,not_started,
GNAF-GANSW717026618,0,not_started,
GNAF-GANSW717026619,0,not_started,
GNAF-GANSW717026620,0,not_started,
GNAF-GANSW717026621,0,not_started,
GNAF-GANSW717026622,0,not_started,
GNAF-GANSW717026623,0,not_started,
GNAF-GANSW716598365,0,not_started,
GNAF-GANSW720098261,0,awaiting_insurance,
GNAF-GANSW720098261,3,in_queue,
GNAF-GANSW720098261,242,in_progress,
GNAF-GANSW720098261,258,completed,52359.2
GNAF-GANSW720098270,0,not_started,
GNAF-GANSW705960948,0,awaiting_insurance,
GNAF-GANSW705960948,5,in_queue,
GNAF-GANSW705960948,419,in_progress,
GNAF-GANSW705960948,437,completed,70409.24
GNAF-GANSW705916899,0,awaiting_insurance,
GNAF-GANSW705916899,10,in_queue,
GNAF-GANSW705916899,369,in_progress,
GNAF-GANSW705916899,388,completed,80379.59
GNAF-GANSW705954614,0,awaiting_insurance,
GNAF-GANSW705954614,5,in_queue,
GNAF-GANSW705954614,334,in_progress,
GNAF-GANSW705954614,352,completed,57741.16
GNAF-GANSW705934416,0,awaiting_insurance,
GNAF-GANSW705934416,7,in_queue,
GNAF-GANSW705934416,228,in_progress,
GNAF-GANSW705934416,248,completed,51502.06
GNAF-GANSW705960921,0,awaiting_insurance,
GNAF-GANSW705960921,6,in_queue,
GNAF-GANSW705960921,131,in_progress,
GNAF-GANSW705960921,147,completed,57983.77
GNAF-GANSW705964860,0,awaiting_insurance,
GNAF-GANSW705964860,7,in_queue,
GNAF-GANSW705964860,308,in_progress,
GNAF-GANSW705964860,332,completed,89759.36
GNAF-GANSW718561984,0,not_started,
GNAF-GANSW705228797,0,awaiting_insurance,
GNAF-GANSW705228797,8,in_queue,
GNAF-GANSW705228797,254,in_progress,
GNAF-GANSW705228797,280,completed,108601.88
GNAF-GANSW705219344,0,not_started,
GNAF-GANSW705228821,0,awaiting_insurance,
GNAF-GANSW705228821,17,in_queue,
GNAF-GANSW705228821,227,in_progress,
GNAF-GANSW705228821,243,completed,59222.26
GNAF-GANSW705248019,0,awaiting_insurance,
GNAF-GANSW705248019,7,in_queue,
GNAF-GANSW705248019,250,in_progress,
GNAF-GANSW705248019,292,completed,284386.61
GNAF-GANSW705231347,0,not_started,
GNAF-GANSW705964858,0,awaiting_insurance,
GNAF-GANSW705964858,5,in_queue,
GNAF-GANSW705964858,339,in_progress,
GNAF-GANSW705964858,353,completed,44025.1
GNAF-GANSW718527523,0,not_started,
GNAF-GANSW717700313,0,not_started,
GNAF-GANSW718534413,0,not_started,
GNAF-GANSW705216042,0,awaiting_insurance,
GNAF-GANSW705216042,9,in_queue,
GNAF-GANSW705216042,106,in_progress,
GNAF-GANSW705216042,123,completed,54966.47
GNAF-GANSW704834608,0,not_started,
GNAF-GANSW704863121,0,not_started,
GNAF-GANSW704658603,0,not_started,
GNAF-GANSW717650402,0,not_started,
GNAF-GANSW715636380,0,awaiting_insurance,
GNAF-GANSW715636380,8,in_queue,
GNAF-GANSW715636380,173,in_progress,
GNAF-GANSW715636380,186,completed,29152.33
GNAF-GANSW721175274,0,awaiting_insurance,
GNAF-GANSW721175274,7,in_queue,
GNAF-GANSW721175274,293,in_progress,
GNAF-GANSW721175274,305,completed,34583.69
GNAF-GANSW704844715,0,not_started,
GNAF-GANSW718701443,0,not_started,
GNAF-GANSW704848065,0,not_started,
GNAF-GANSW717025241,0,not_started,
GNAF-GANSW712273238,0,not_started,
GNAF-GANSW704837163,0,not_started,
GNAF-GANSW704847590,0,not_started,
GNAF-GANSW718364223,0,not_started,
GNAF-GANSW718376027,0,not_started,
GNAF-GANSW717014013,0,awaiting_insurance,
GNAF-GANSW717014013,5,in_queue,
GNAF-GANSW717014013,247,in_progress,
GNAF-GANSW717014013,264,completed,61328.98
GNAF-GANSW719181251,0,not_started,
GNAF-GANSW718060619,0,not_started,
GNAF-GANSW721745993,0,not_started,
GNAF-GANSW717101431,0,not_started,
GNAF-GANSW717620118,0,awaiting_insurance,
GNAF-GANSW717620118,4,in_queue,
GNAF-GANSW717620118,214,in_progress,
GNAF-GANSW717620118,228,completed,36831.06
GNAF-GANSW717620119,0,awaiting_insurance,
GNAF-GANSW717620119,4,in_queue,
GNAF-GANSW717620119,117,in_progress,
GNAF-GANSW717620119,130,completed,29362.36
GNAF-GANSW717620120,0,awaiting_insurance,
GNAF-GANSW717620120,4,in_queue,
GNAF-GANSW717620120,157,in_progress,
GNAF-GANSW717620120,174,completed,34385.73
GNAF-GANSW718047672,0,awaiting_insurance,
GNAF-GANSW718047672,6,in_queue,
GNAF-GANSW718047672,315,in_progress,
GNAF-GANSW718047672,334,completed,55219.56
GNAF-GANSW717995806,0,not_started,
GNAF-GANSW705917242,0,awaiting_insurance,
GNAF-GANSW705917242,11,in_queue,
GNAF-GANSW705917242,341,in_progress,
GNAF-GANSW705917242,356,completed,54488.78
GNAF-GANSW704655952,0,awaiting_insurance,
GNAF-GANSW704655952,13,in_queue,
GNAF-GANSW704655952,155,in_progress,
GNAF-GANSW704655952,172,completed,73764.34
GNAF-GANSW716744504,0,not_started,
GNAF-GANSW720553894,0,not_started,
GNAF-GANSW720899484,0,not_started,
GNAF-GANSW704839080,0,not_started,
GNAF-GANSW704838311,0,not_started,
GNAF-GANSW704844236,0,not_started,
GNAF-GANSW705233617,0,not_started,
GNAF-GANSW704861795,0,not_started,
GNAF-GANSW704861707,0,not_started,
GNAF-GANSW704846286,0,not_started,
GNAF-GANSW717280514,0,awaiting_insurance,
GNAF-GANSW717280514,7,in_queue,
GNAF-GANSW717280514,85,in_progress,
GNAF-GANSW717280514,101,completed,69180.54
GNAF-GANSW712333669,0,not_started,
GNAF-GANSW715253519,0,not_started,
GNAF-GANSW709609042,0,awaiting_insurance,
GNAF-GANSW709609042,6,in_queue,
GNAF-GANSW709609042,148,in_progress,
GNAF-GANSW709609042,175,completed,112074.31
GNAF-GANSW716405644,0,awaiting_insurance,
GNAF-GANSW716405644,6,in_queue,
GNAF-GANSW716405644,302,in_progress,
GNAF-GANSW716405644,321,completed,65169.01
GNAF-GANSW705221562,0,awaiting_insurance,
GNAF-GANSW705221562,4,in_queue,
GNAF-GANSW705221562,198,in_progress,
GNAF-GANSW705221562,217,completed,55696.24
GNAF-GANSW704846235,0,not_started,
GNAF-GANSW704842045,0,not_started,
GNAF-GANSW705219378,0,awaiting_insurance,
GNAF-GANSW705219378,3,in_queue,
GNAF-GANSW705219378,191,in_progress,
GNAF-GANSW705219378,206,completed,75727.87
GNAF-GANSW705233684,0,not_started,
GNAF-GANSW705233680,0,not_started,
GNAF-GANSW705214539,0,not_started,
GNAF-GANSW705236238,0,not_started,
GNAF-GANSW705221939,0,awaiting_insurance,
GNAF-GANSW705221939,8,in_queue,
GNAF-GANSW705221939,157,in_progress,
GNAF-GANSW705221939,171,completed,63917.3
GNAF-GANSW721905782,0,not_started,
GNAF-GANSW705221561,0,awaiting_insurance,
GNAF-GANSW705221561,3,in_queue,
GNAF-GANSW705221561,231,in_progress,
GNAF-GANSW705221561,250,completed,47488.35
GNAF-GANSW717030131,0,not_started,
GNAF-GANSW717030133,0,not_started,
GNAF-GANSW706531026,0,not_started,
GNAF-GANSW705233682,0,not_started,
GNAF-GANSW705215921,0,awaiting_insurance,
GNAF-GANSW705215921,6,in_queue,
GNAF-GANSW705215921,265,in_progress,
GNAF-GANSW705215921,291,completed,143534.05
GNAF-GANSW705214483,0,not_started,
GNAF-GANSW709250420,0,not_started,
GNAF-GANSW704395343,0,not_started,
GNAF-GANSW704395363,0,not_started,
GNAF-GANSW716702897,0,not_started,
