property_id,day,credibility_estimate_total,Z_avg
GNAF-GANSW716593464,28,40398.18,0.0101
GNAF-GANSW718919511,28,50782.06,0.0176
GNAF-GANSW717020831,28,35499.22,0.0046
GNAF-GANSW704770440,28,58538.2,0.0103
GNAF-GANSW719881144,28,157892.91,0.0027
GNAF-GANSW716737759,28,53037.79,0.0061
GNAF-GANSW704787344,28,83862.67,0.0048
GNAF-GANSW704773718,28,86061.22,0.0026
GNAF-GANSW704783621,28,70081.17,0.0047
GNAF-GANSW704770458,28,66758.4,0.0064
GNAF-GANSW704793593,28,63505.83,0.0049
GNAF-GANSW704783623,28,78544.56,0.0065
GNAF-GANSW704799078,28,92355.84,0.0066
GNAF-GANSW704783622,28,74288.33,0.0049
GNAF-GANSW704804324,28,66236.76,0.003
GNAF-GANSW704790608,28,86908.5,0.0063
GNAF-GANSW704799070,28,66945.68,0.0063
GNAF-GANSW704797634,28,89004.79,0.0064
GNAF-GANSW718275821,28,51555.43,0.006
GNAF-GANSW704804326,28,79389.11,0.0064
GNAF-GANSW704799079,28,64112.56,0.0032
GNAF-GANSW718275806,28,43028.97,0.004
GNAF-GANSW718275807,28,40217.71,0.0049
GNAF-GANSW704787343,28,41013.85,0.0044
GNAF-GANSW704802415,28,50059.56,0.0047
GNAF-GANSW718275809,28,50739.4,0.004
GNAF-GANSW718275810,28,25738.96,0.0061
GNAF-GANSW718275811,28,41805.99,0.0076
GNAF-GANSW718275812,28,48389.57,0.0061
GNAF-GANSW704793280,28,73833.4,0.0028
GNAF-GANSW704793282,28,81317.45,0.0047
GNAF-GANSW718275815,28,49664.47,0.0028
GNAF-GANSW705934320,28,40136.04,0.0083
GNAF-GANSW705530172,28,38754.84,0.0061
GNAF-GANSW705542766,28,42416.44,0.0048
GNAF-GANSW705540129,28,50328.4,0.004
GNAF-GANSW705522786,28,71977.5,0.0012
GNAF-GANSW718061988,28,27258.69,0.0078
GNAF-GANSW718061989,28,31908.64,0.0063
GNAF-GANSW718061990,28,34543.63,0.0079
GNAF-GANSW718061991,28,35519.73,0.0061
GNAF-GANSW716395195,28,75993.62,0.0045
GNAF-GANSW719385936,28,40603.2,0.0068
GNAF-GANSW720938019,28,54218.64,0.0064
GNAF-GANSW705219964,28,60113.03,0.0039
GNAF-GANSW705219970,28,58346.49,0.0028
GNAF-GANSW705219966,28,50343.93,0.0041
GNAF-GANSW705225277,28,29850.75,0.0076
GNAF-GANSW705226148,28,35358.03,0.0064
GNAF-GANSW712276707,28,28683.36,0.0078
GNAF-GANSW705916924,28,47009.18,0.0031
GNAF-GANSW710177096,28,31685.64,0.0082
GNAF-GANSW705927192,28,54054.22,0.0014
GNAF-GANSW704802420,28,179175.22,0.0028
GNAF-GANSW716500354,28,51706.23,0.0046
GNAF-GANSW717024456,28,63071.41,0.0044
GNAF-GANSW705224558,28,42461.85,0.0063
GNAF-GANSW721804023,28,69460.11,0.0025
GNAF-GANSW710166339,28,32742.14,0.0051
GNAF-GANSW718050837,28,68438.68,0.0049
GNAF-GANSW712268885,28,48890.99,0.0029
GNAF-GANSW718506818,28,56777.8,0.0013
GNAF-GANSW705215956,28,42072.99,0.008
GNAF-GANSW704652760,28,30470.54,0.0049
GNAF-GANSW718275133,28,50385.27,0.0046
GNAF-GANSW716495376,28,29107.56,0.0088
GNAF-GANSW716501792,28,49555.84,0.0041
GNAF-GANSW705940692,28,55644.66,0.0012
GNAF-GANSW719390948,28,83008.74,0.0012
GNAF-GANSW704660159,28,66432.89,0.0009
GNAF-GANSW704645212,28,42198.42,0.007
GNAF-GANSW704653381,28,42240.55,0.0041
GNAF-GANSW704648025,28,74985.84,0.0009
GNAF-GANSW718668023,28,54778.87,0.0032
GNAF-GANSW705236974,28,107560.21,0.0011
GNAF-GANSW717106739,28,32468.01,0.0076
GNAF-GANSW717106740,28,50733.68,0.0026
GNAF-GANSW717106741,28,29448.86,0.0076
GNAF-GANSW712269304,28,43087.01,0.008
GNAF-GANSW719874420,28,56822.25,0.0013
GNAF-GANSW718543005,28,54966.39,0.0031
GNAF-GANSW719193138,28,64769.43,0.0028
GNAF-GANSW712285156,28,39898.88,0.005
GNAF-GANSW716779344,28,44178.69,0.0051
GNAF-GANSW718544199,28,48229.18,0.0025
GNAF-GANSW707999672,28,46578.75,0.0029
GNAF-GANSW708007280,28,45002.12,0.0043
GNAF-GANSW712307026,28,45003.47,0.0048
GNAF-GANSW715631318,28,32580.99,0.008
GNAF-GANSW713158908,28,49194.65,0.008
GNAF-GANSW712296119,28,41779.9,0.0059
GNAF-GANSW712259629,28,29591.38,0.0051
GNAF-GANSW715601056,28,51958.68,0.0048
GNAF-GANSW718285945,28,41598.72,0.0067
GNAF-GANSW705920802,28,41006.87,0.0069
GNAF-GANSW705930702,28,62790.23,0.0014
GNAF-GANSW705916892,28,45970.67,0.0043
GNAF-GANSW705921124,28,39671.58,0.0052
GNAF-GANSW705964853,28,43472.73,0.0029
GNAF-GANSW705964883,28,40899.66,0.0064
GNAF-GANSW705958157,28,52854.11,0.0015
GNAF-GANSW705952032,28,40500.59,0.0076
GNAF-GANSW705960980,28,72208.71,0.0011
GNAF-GANSW705927206,28,42522.51,0.0053
GNAF-GANSW705921138,28,34529.87,0.0079
GNAF-GANSW704639902,28,51582.27,0.0045
GNAF-GANSW705222673,28,22685.92,0.0065
GNAF-GANSW705226132,28,38721.05,0.0047
GNAF-GANSW716818217,28,36082.43,0.0075
GNAF-GANSW705215988,28,52512.51,0.0049
GNAF-GANSW705958169,28,53479.14,0.0067
GNAF-GANSW708002439,28,39699.01,0.0067
GNAF-GANSW704655997,28,43136.49,0.005
GNAF-GANSW704653382,28,35925.37,0.0066
GNAF-GANSW704656000,28,50048.05,0.0044
GNAF-GANSW704649363,28,69914.61,0.0011
GNAF-GANSW704653385,28,43091.64,0.0046
GNAF-GANSW708000554,28,56330.42,0.0045
GNAF-GANSW704653389,28,79789.47,0.0029
GNAF-GANSW704636483,28,50594.82,0.008
GNAF-GANSW708014700,28,53482.73,0.0049
GNAF-GANSW717888998,28,40103.53,0.0065
GNAF-GANSW717888987,28,38403.46,0.008
GNAF-GANSW717889004,28,41766.06,0.0051
GNAF-GANSW708009880,28,41751.25,0.0051
GNAF-GANSW704636171,28,55928.94,0.0043
GNAF-GANSW708016436,28,53760.23,0.0042
GNAF-GANSW704639913,28,36271.34,0.0051
GNAF-GANSW705954609,28,37816.64,0.0049
GNAF-GANSW705938491,28,43887.98,0.0042
GNAF-GANSW705965222,28,63612.53,0.0027
GNAF-GANSW705940735,28,36470.79,0.0079
GNAF-GANSW705930484,28,33610.09,0.0082
GNAF-GANSW718575074,28,31547.8,0.0078
GNAF-GANSW704787277,28,78966.14,0.0026
GNAF-GANSW716501815,28,114016.19,0.0013
GNAF-GANSW716422771,28,45439.39,0.0054
GNAF-GANSW716493814,28,39345.86,0.0092
GNAF-GANSW716495374,28,53818.93,0.003
GNAF-GANSW716495368,28,39756.39,0.0074
GNAF-GANSW721759568,28,37365.51,0.0077
GNAF-GANSW705538591,28,37186.93,0.0075
GNAF-GANSW716489395,28,45369.35,0.0043
GNAF-GANSW719189016,28,22070.82,0.0079
GNAF-GANSW712286447,28,45533.73,0.0043
GNAF-GANSW712305539,28,45862.5,0.0022
GNAF-GANSW712302882,28,44503.66,0.0076
GNAF-GANSW712262139,28,32395.62,0.005
GNAF-GANSW712268890,28,53035.87,0.0014
GNAF-GANSW713171539,28,50729.22,0.0041
GNAF-GANSW712279940,28,24940.49,0.0062
GNAF-GANSW712295648,28,56049.09,0.0025
GNAF-GANSW708156135,28,41962.31,0.0042
GNAF-GANSW712295634,28,36554.24,0.0081
GNAF-GANSW712292383,28,31920.94,0.0049
GNAF-GANSW712262143,28,50974.03,0.0027
GNAF-GANSW712286018,28,28968.38,0.0061
GNAF-GANSW712295632,28,41462.97,0.0081
GNAF-GANSW715609452,28,43390.84,0.0043
GNAF-GANSW712301577,28,50865.05,0.0026
GNAF-GANSW713146257,28,42496.66,0.0039
GNAF-GANSW705533432,28,38619.22,0.0048
GNAF-GANSW705530155,28,52015.08,0.0041
GNAF-GANSW705550114,28,41108.26,0.0048
GNAF-GANSW705540121,28,42678.5,0.0041
GNAF-GANSW705533433,28,37504.27,0.0049
GNAF-GANSW718059262,28,30230.16,0.0047
GNAF-GANSW708390108,28,39886.98,0.0078
GNAF-GANSW705236939,28,36878.3,0.0057
GNAF-GANSW705221936,28,96506.3,0.0042
GNAF-GANSW705230328,28,48850.29,0.0027
GNAF-GANSW705247365,28,61409.62,0.0026
GNAF-GANSW705233585,28,50565.82,0.0046
GNAF-GANSW705216030,28,67324.68,0.0011
GNAF-GANSW705221982,28,40054.39,0.008
GNAF-GANSW705224555,28,44167.98,0.0029
GNAF-GANSW705222007,28,39474.91,0.0063
GNAF-GANSW705218564,28,36707.13,0.0067
GNAF-GANSW705234383,28,68311.37,0.0037
GNAF-GANSW705220428,28,34907.71,0.006
GNAF-GANSW705228815,28,39320.83,0.0064
GNAF-GANSW716731949,28,28330.57,0.0051
GNAF-GANSW718275786,28,62462.0,0.0061
GNAF-GANSW718275788,28,27304.3,0.0061
GNAF-GANSW704655961,28,50543.01,0.0013
GNAF-GANSW704652759,28,40603.59,0.0043
GNAF-GANSW704652640,28,73014.07,0.0013
GNAF-GANSW704636365,28,49767.11,0.0049
GNAF-GANSW704643683,28,61993.14,0.0043
GNAF-GANSW704642635,28,34359.98,0.0051
GNAF-GANSW704622879,28,24102.04,0.0066
GNAF-GANSW704644195,28,34147.55,0.0052
GNAF-GANSW716836501,28,43776.59,0.0041
GNAF-GANSW704649378,28,61961.17,0.003
GNAF-GANSW704658697,28,52857.9,0.0051
GNAF-GANSW704655365,28,51670.53,0.0046
GNAF-GANSW704636387,28,44421.73,0.0084
GNAF-GANSW704653830,28,42774.85,0.0081
GNAF-GANSW717015090,28,62063.52,0.0015
GNAF-GANSW715371521,28,60899.83,0.0045
GNAF-GANSW718275287,28,47281.71,0.0041
GNAF-GANSW719387248,28,36542.52,0.0078
GNAF-GANSW720807358,28,35912.42,0.0085
GNAF-GANSW720805384,28,41362.14,0.0052
GNAF-GANSW720803623,28,31902.58,0.0071
GNAF-GANSW721808422,28,55106.71,0.0029
GNAF-GANSW715857727,28,44252.82,0.0074
GNAF-GANSW716493836,28,54053.85,0.0045
GNAF-GANSW718504683,28,63030.15,0.0028
GNAF-GANSW720166963,28,31500.09,0.005
GNAF-GANSW718054282,28,47888.29,0.0059
GNAF-GANSW717102376,28,123979.5,0.0027
GNAF-GANSW721122142,28,43858.6,0.0063
GNAF-GANSW705968451,28,47261.56,0.001
GNAF-GANSW717275188,28,40185.09,0.0066
GNAF-GANSW710159909,28,32902.21,0.0065
GNAF-GANSW705921128,28,39205.92,0.0077
GNAF-GANSW717095502,28,44126.08,0.0065
GNAF-GANSW716813289,28,34095.51,0.0048
GNAF-GANSW721172282,28,54605.48,0.0064
GNAF-GANSW704806892,28,53899.73,0.0086
GNAF-GANSW718070368,28,72568.12,0.0045
GNAF-GANSW718051663,28,155657.95,0.0012
GNAF-GANSW718051687,28,154994.84,0.0042
GNAF-GANSW718051624,28,123346.96,0.0041
GNAF-GANSW704799062,28,108529.2,0.0066
GNAF-GANSW717094588,28,63382.68,0.0039
GNAF-GANSW705951032,28,45742.44,0.0051
GNAF-GANSW705961258,28,45359.49,0.0027
GNAF-GANSW717015087,28,52555.83,0.0028
GNAF-GANSW705940719,28,87004.8,0.0046
GNAF-GANSW705952035,28,37723.3,0.0074
GNAF-GANSW705916903,28,45760.45,0.0043
GNAF-GANSW705918036,28,92391.83,0.0045
GNAF-GANSW705927207,28,47882.19,0.0084
GNAF-GANSW705951021,28,69843.58,0.0015
GNAF-GANSW705957722,28,45036.58,0.0049
GNAF-GANSW705954584,28,37511.66,0.0041
GNAF-GANSW705961279,28,83807.62,0.0044
GNAF-GANSW705950998,28,103314.45,0.0042
GNAF-GANSW718051640,28,158514.44,0.0012
GNAF-GANSW718051641,28,128757.05,0.0028
GNAF-GANSW718275125,28,32433.98,0.0043
GNAF-GANSW709851640,28,34327.03,0.0048
GNAF-GANSW718051690,28,51516.76,0.0028
GNAF-GANSW720846188,28,61864.32,0.0014
GNAF-GANSW718051653,28,181990.69,0.0012
GNAF-GANSW709580959,28,42764.57,0.0049
GNAF-GANSW718054256,28,47069.23,0.0074
GNAF-GANSW705968517,28,42333.62,0.0042
GNAF-GANSW705944642,28,55177.01,0.0055
GNAF-GANSW716415163,28,33830.02,0.0075
GNAF-GANSW716493847,28,35421.18,0.0055
GNAF-GANSW717280515,28,50299.28,0.0099
GNAF-GANSW718097204,28,39018.02,0.0051
GNAF-GANSW716495380,28,38898.49,0.0087
GNAF-GANSW718375702,28,76428.47,0.0042
GNAF-GANSW705236980,28,228269.32,0.001
GNAF-GANSW705215975,28,35307.51,0.0076
GNAF-GANSW717268516,28,39155.83,0.0061
GNAF-GANSW705522784,28,48290.0,0.0038
GNAF-GANSW704639957,28,35018.51,0.0051
GNAF-GANSW704636392,28,61370.18,0.0045
GNAF-GANSW716835449,28,47264.72,0.0047
GNAF-GANSW716813283,28,38119.4,0.0009
GNAF-GANSW716813285,28,42362.36,0.0048
GNAF-GANSW716813286,28,62957.7,0.0046
GNAF-GANSW716813287,28,38738.08,0.0049
GNAF-GANSW716813291,28,43211.57,0.0074
GNAF-GANSW716813293,28,41388.1,0.004
GNAF-GANSW716813295,28,47269.5,0.0028
GNAF-GANSW716813297,28,16610.97,0.005
GNAF-GANSW717101503,28,49342.75,0.0048
GNAF-GANSW717291969,28,37622.46,0.0168
GNAF-GANSW709825163,28,57990.41,0.0026
GNAF-GANSW721997946,28,60579.59,0.0024
GNAF-GANSW704801707,28,84184.89,0.0063
GNAF-GANSW704805032,28,73986.28,0.0049
GNAF-GANSW705539701,28,41967.81,0.0038
GNAF-GANSW709808342,28,76830.79,0.0041
GNAF-GANSW717098291,28,65110.89,0.0026
GNAF-GANSW708387562,28,45942.57,0.001
GNAF-GANSW704648050,28,44784.72,0.0083
GNAF-GANSW705960920,28,32250.81,0.0066
GNAF-GANSW716958685,28,59552.92,0.0046
GNAF-GANSW716958690,28,95430.94,0.0028
GNAF-GANSW705538557,28,40114.88,0.0075
GNAF-GANSW718061429,28,45973.07,0.005
GNAF-GANSW716809250,28,44830.87,0.004
GNAF-GANSW704656051,28,50386.58,0.0049
GNAF-GANSW710182824,28,34937.3,0.008
GNAF-GANSW716501816,28,30334.26,0.0077
GNAF-GANSW704801769,28,50008.22,0.0086
GNAF-GANSW705545355,28,39575.35,0.0048
GNAF-GANSW705940762,28,37221.12,0.0053
GNAF-GANSW712282596,28,21958.49,0.0077
GNAF-GANSW712289761,28,23877.09,0.0077
GNAF-GANSW721690172,28,22557.41,0.0062
GNAF-GANSW721007223,28,31688.28,0.0076
GNAF-GANSW717093581,28,45657.98,0.0075
GNAF-GANSW716593457,28,29253.51,0.0101
GNAF-GANSW718937586,28,55169.82,0.0083
GNAF-GANSW721138457,28,51381.12,0.0032
GNAF-GANSW719688379,28,72418.38,0.0041
GNAF-GANSW717009386,28,53462.81,0.0027
GNAF-GANSW717009387,28,55475.93,0.0025
GNAF-GANSW717009389,28,33767.67,0.0072
GNAF-GANSW717104790,28,98159.39,0.0013
GNAF-GANSW705213321,28,211177.6,0.0042
GNAF-GANSW705219263,28,51634.24,0.0026
GNAF-GANSW705213316,28,47143.4,0.0058
GNAF-GANSW705920810,28,37870.55,0.0068
GNAF-GANSW705952041,28,33576.72,0.0085
GNAF-GANSW705920527,28,49663.06,0.0013
GNAF-GANSW705950996,28,69373.44,0.0044
GNAF-GANSW705952027,28,58695.3,0.0026
GNAF-GANSW705921189,28,55350.17,0.0028
GNAF-GANSW712295677,28,22455.89,0.0062
GNAF-GANSW721988863,28,48528.21,0.001
GNAF-GANSW718000602,28,45311.69,0.0051
GNAF-GANSW721691415,28,37639.21,0.0061
GNAF-GANSW718275321,28,49424.27,0.0039
GNAF-GANSW716301695,28,48681.21,0.0041
GNAF-GANSW717014015,28,44319.39,0.0066
GNAF-GANSW716301716,28,48491.28,0.0029
GNAF-GANSW716301700,28,39125.17,0.0077
GNAF-GANSW716301703,28,41524.99,0.0077
GNAF-GANSW718275329,28,35637.61,0.0065
GNAF-GANSW718275300,28,48718.3,0.0042
GNAF-GANSW716301687,28,36479.88,0.0076
GNAF-GANSW716301704,28,44961.66,0.0041
GNAF-GANSW718275318,28,62201.36,0.0027
GNAF-GANSW718898059,28,29055.67,0.0079
GNAF-GANSW718275303,28,73726.15,0.0026
GNAF-GANSW718275322,28,39572.48,0.0049
GNAF-GANSW718275323,28,48494.35,0.0065
GNAF-GANSW718275301,28,62806.59,0.0011
GNAF-GANSW718275328,28,28930.26,0.0065
GNAF-GANSW705215918,28,92195.01,0.0042
GNAF-GANSW717019064,28,41226.01,0.0067
GNAF-GANSW716301723,28,50351.07,0.001
GNAF-GANSW718275305,28,52502.32,0.0063
GNAF-GANSW716301701,28,38676.25,0.0078
GNAF-GANSW718275324,28,51529.8,0.0026
GNAF-GANSW717620054,28,60198.35,0.0008
GNAF-GANSW716301708,28,57327.77,0.0047
GNAF-GANSW716301719,28,48744.86,0.0027
GNAF-GANSW716301697,28,31289.87,0.0064
GNAF-GANSW718275316,28,45339.83,0.0049
GNAF-GANSW718423787,28,51042.32,0.0012
GNAF-GANSW718165368,28,45443.45,0.0042
GNAF-GANSW718919421,28,59241.96,0.0151
GNAF-GANSW705229685,28,133121.2,0.0024
GNAF-GANSW712284897,28,32339.66,0.0064
GNAF-GANSW719189360,28,17198.78,0.0079
GNAF-GANSW718051664,28,114012.72,0.0041
GNAF-GANSW718051629,28,153117.09,0.0014
GNAF-GANSW718051679,28,100794.73,0.0041
GNAF-GANSW718051673,28,102645.19,0.0042
GNAF-GANSW718051644,28,119613.1,0.0024
GNAF-GANSW718051637,28,159675.58,0.0012
GNAF-GANSW718051601,28,119006.49,0.0041
GNAF-GANSW718051609,28,107247.46,0.0042
GNAF-GANSW718051599,28,166590.23,0.0013
GNAF-GANSW718051604,28,114854.19,0.0041
GNAF-GANSW721054061,28,43828.21,0.0069
GNAF-GANSW718051633,28,137563.22,0.0024
GNAF-GANSW718051647,28,130436.82,0.0024
GNAF-GANSW718051619,28,115951.73,0.0024
GNAF-GANSW718051682,28,119780.52,0.0039
GNAF-GANSW718051603,28,115299.79,0.0042
GNAF-GANSW718051666,28,121419.63,0.0042
GNAF-GANSW718051683,28,174826.93,0.0026
GNAF-GANSW718051634,28,115188.31,0.0041
GNAF-GANSW718051605,28,133527.57,0.0024
GNAF-GANSW718051613,28,105444.32,0.0041
GNAF-GANSW713171562,28,31824.76,0.0077
GNAF-GANSW718051612,28,118107.91,0.0042
GNAF-GANSW718051659,28,126836.64,0.0042
GNAF-GANSW718051650,28,120156.62,0.0026
GNAF-GANSW718051639,28,121896.87,0.0042
GNAF-GANSW718051638,28,116430.63,0.0028
GNAF-GANSW719187060,28,33267.38,0.0064
GNAF-GANSW717027333,28,55088.03,0.0012
GNAF-GANSW717027336,28,66079.6,0.0044
GNAF-GANSW717027337,28,49624.97,0.0026
GNAF-GANSW717027338,28,58014.86,0.0013
GNAF-GANSW717027339,28,69390.28,0.0012
GNAF-GANSW705226192,28,36630.52,0.005
GNAF-GANSW716491961,28,74818.37,0.0041
GNAF-GANSW719492947,28,31120.09,0.0081
GNAF-GANSW721909690,28,42362.69,0.0026
GNAF-GANSW710166129,28,50351.08,0.0024
GNAF-GANSW717479759,28,52274.73,0.008
GNAF-GANSW718051606,28,113843.84,0.0041
GNAF-GANSW718051607,28,112363.49,0.0039
GNAF-GANSW718051649,28,117649.54,0.0028
GNAF-GANSW718051684,28,134256.24,0.0028
GNAF-GANSW718051671,28,118487.91,0.0026
GNAF-GANSW718051630,28,125380.85,0.0042
GNAF-GANSW718051651,28,115467.57,0.0038
GNAF-GANSW718051680,28,155386.98,0.0028
GNAF-GANSW718051661,28,109102.21,0.0041
GNAF-GANSW718051686,28,179995.23,0.0013
GNAF-GANSW705964888,28,41379.2,0.0067
GNAF-GANSW715623784,28,44241.78,0.0062
GNAF-GANSW712302014,28,44040.71,0.0083
GNAF-GANSW704655953,28,83413.75,0.0041
GNAF-GANSW721983653,28,46221.87,0.0027
GNAF-GANSW708015427,28,36200.9,0.0052
GNAF-GANSW705944650,28,40919.48,0.0088
GNAF-GANSW705928271,28,51275.88,0.0052
GNAF-GANSW705961311,28,56413.01,0.003
GNAF-GANSW705215974,28,39533.8,0.0078
GNAF-GANSW705219318,28,204950.44,0.0027
GNAF-GANSW705233577,28,43865.6,0.004
GNAF-GANSW705227257,28,46618.16,0.0061
GNAF-GANSW705233592,28,51187.35,0.0026
GNAF-GANSW705236193,28,43436.83,0.0076
GNAF-GANSW705244733,28,47880.8,0.006
GNAF-GANSW705225243,28,50283.18,0.0038
GNAF-GANSW705230287,28,25356.07,0.0063
GNAF-GANSW705227222,28,83014.84,0.0028
GNAF-GANSW705218577,28,52773.42,0.0029
GNAF-GANSW705215991,28,166583.83,0.0043
GNAF-GANSW717461068,28,53855.24,0.0048
GNAF-GANSW705219361,28,47965.53,0.0059
GNAF-GANSW705230544,28,27286.45,0.006
GNAF-GANSW705236230,28,46216.79,0.0066
GNAF-GANSW705247334,28,187658.59,0.0041
GNAF-GANSW705219320,28,89296.61,0.0013
GNAF-GANSW705214466,28,45237.93,0.001
GNAF-GANSW705230288,28,70360.44,0.0041
GNAF-GANSW705215930,28,97615.69,0.0029
GNAF-GANSW705247363,28,35053.14,0.0078
GNAF-GANSW705964856,28,70607.65,0.0038
GNAF-GANSW705928272,28,28996.56,0.0066
GNAF-GANSW705920533,28,43009.02,0.0078
GNAF-GANSW705938510,28,47625.15,0.0042
GNAF-GANSW717292812,28,32870.83,0.005
GNAF-GANSW705937458,28,543618.97,0.003
GNAF-GANSW718061848,28,43678.59,0.0063
GNAF-GANSW719809343,28,501110.69,0.0028
GNAF-GANSW708012618,28,54884.87,0.0083
GNAF-GANSW716489632,28,31090.25,0.0081
GNAF-GANSW720082730,28,35877.35,0.0074
GNAF-GANSW708389399,28,31375.19,0.0047
GNAF-GANSW708387401,28,43349.13,0.0043
GNAF-GANSW710159899,28,31914.01,0.0049
GNAF-GANSW710159905,28,48549.06,0.003
GNAF-GANSW718275820,28,50753.82,0.0038
GNAF-GANSW718275816,28,50525.84,0.0046
GNAF-GANSW718275800,28,36443.13,0.0045
GNAF-GANSW718275801,28,46678.58,0.0041
GNAF-GANSW718275802,28,41968.5,0.0077
GNAF-GANSW718275803,28,49655.95,0.0041
GNAF-GANSW718275804,28,48789.74,0.0009
GNAF-GANSW718275805,28,31156.99,0.0045
GNAF-GANSW718275793,28,33509.67,0.0062
GNAF-GANSW718275794,28,40806.54,0.0077
GNAF-GANSW718275795,28,37379.9,0.0049
GNAF-GANSW704797613,28,86049.49,0.0029
GNAF-GANSW704808398,28,81788.05,0.0028
GNAF-GANSW704787328,28,67874.45,0.0033
GNAF-GANSW704803531,28,112095.94,0.0066
GNAF-GANSW716471450,28,28053.31,0.0061
GNAF-GANSW716493834,28,39029.04,0.0089
GNAF-GANSW716493809,28,54537.06,0.0014
GNAF-GANSW718919470,28,41178.64,0.018
GNAF-GANSW718919471,28,39747.98,0.0173
GNAF-GANSW720020276,28,36606.0,0.0083
GNAF-GANSW704642527,28,50069.76,0.0051
GNAF-GANSW719664087,28,37025.49,0.0066
GNAF-GANSW717280511,28,41779.46,0.0082
GNAF-GANSW716835452,28,57861.92,0.003
GNAF-GANSW704650526,28,49944.13,0.0044
GNAF-GANSW718051393,28,46610.39,0.005
GNAF-GANSW717029687,28,48058.85,0.0026
GNAF-GANSW717029688,28,54642.36,0.0013
GNAF-GANSW718061423,28,86021.25,0.0041
GNAF-GANSW716430276,28,61630.24,0.0011
GNAF-GANSW717012004,28,49262.89,0.0046
GNAF-GANSW717012005,28,49183.36,0.0027
GNAF-GANSW717012006,28,24228.71,0.0073
GNAF-GANSW718609015,28,42702.23,0.0073
GNAF-GANSW720809171,28,46838.07,0.0069
GNAF-GANSW708016424,28,54452.98,0.0081
GNAF-GANSW717015069,28,40035.59,0.0082
GNAF-GANSW718051608,28,106662.09,0.0041
GNAF-GANSW708384681,28,37732.5,0.005
GNAF-GANSW708389335,28,48789.38,0.0026
GNAF-GANSW709073619,28,87894.12,0.0043
GNAF-GANSW716679555,28,30554.06,0.008
GNAF-GANSW705219273,28,60802.5,0.0062
GNAF-GANSW705219968,28,62015.28,0.0014
GNAF-GANSW705228806,28,41225.37,0.0078
GNAF-GANSW705236287,28,60594.07,0.0027
GNAF-GANSW705247335,28,110303.11,0.0025
GNAF-GANSW705225242,28,31213.69,0.0061
GNAF-GANSW705213433,28,39055.02,0.006
GNAF-GANSW705250614,28,50517.22,0.0042
GNAF-GANSW705236291,28,55614.35,0.0025
GNAF-GANSW705220430,28,36174.05,0.0075
GNAF-GANSW705213370,28,46156.57,0.0048
GNAF-GANSW718919487,28,34384.5,0.0214
GNAF-GANSW704793279,28,94346.6,0.0063
GNAF-GANSW718281801,28,24502.54,0.0073
GNAF-GANSW704787955,28,74548.76,0.0066
GNAF-GANSW717627373,28,44288.08,0.0042
GNAF-GANSW705938507,28,43921.37,0.0064
GNAF-GANSW716427771,28,58044.88,0.0028
GNAF-GANSW705216815,28,57810.31,0.0065
GNAF-GANSW704636418,28,68176.94,0.0043
GNAF-GANSW710163538,28,43373.98,0.0013
GNAF-GANSW710133104,28,56405.83,0.0029
GNAF-GANSW710172459,28,63406.91,0.0042
GNAF-GANSW710139605,28,33685.42,0.0079
GNAF-GANSW709845896,28,40683.84,0.0064
GNAF-GANSW719288613,28,44473.2,0.0085
GNAF-GANSW705231018,28,44810.07,0.0061
GNAF-GANSW705230313,28,38243.63,0.0065
GNAF-GANSW717908236,28,62299.74,0.0079
GNAF-GANSW716784166,28,55628.95,0.0052
GNAF-GANSW708017130,28,52299.09,0.0045
GNAF-GANSW704642119,28,100114.45,0.0009
GNAF-GANSW716495378,28,37576.73,0.0088
GNAF-GANSW707991753,28,79799.22,0.0029
GNAF-GANSW707989960,28,45302.94,0.0066
GNAF-GANSW716427487,28,39084.47,0.0079
GNAF-GANSW717622022,28,109836.37,0.0033
GNAF-GANSW705540124,28,44889.09,0.0076
GNAF-GANSW705944322,28,42418.92,0.0045
GNAF-GANSW706538217,28,45321.15,0.0072
GNAF-GANSW712271756,28,47455.7,0.0078
GNAF-GANSW707989963,28,49909.39,0.0081
GNAF-GANSW707989983,28,51000.76,0.0048
GNAF-GANSW705921186,28,77709.41,0.0043
GNAF-GANSW719193826,28,42235.67,0.0049
GNAF-GANSW712272038,28,33874.56,0.0045
GNAF-GANSW708000555,28,33443.07,0.0049
GNAF-GANSW707989967,28,44535.39,0.0048
GNAF-GANSW718925235,28,406199.0,0.0165
GNAF-GANSW710159911,28,48151.49,0.0045
GNAF-GANSW720160383,28,57165.64,0.0045
GNAF-GANSW717095500,28,61468.14,0.0064
GNAF-GANSW718000839,28,40637.45,0.0051
GNAF-GANSW718049622,28,42989.17,0.0061
GNAF-GANSW712275715,28,26654.6,0.0051
GNAF-GANSW712297006,28,24417.95,0.005
GNAF-GANSW712297010,28,26015.25,0.0074
GNAF-GANSW713171561,28,27727.75,0.0076
GNAF-GANSW712254850,28,31464.31,0.0075
GNAF-GANSW712254845,28,25445.72,0.0076
GNAF-GANSW712254852,28,30552.02,0.0048
GNAF-GANSW716495360,28,31953.75,0.0091
GNAF-GANSW721358213,28,32438.78,0.0065
GNAF-GANSW712275520,28,25727.14,0.0078
GNAF-GANSW709584804,28,24513.24,0.0061
GNAF-GANSW712275515,28,46457.76,0.0063
GNAF-GANSW709581655,28,42106.02,0.0061
GNAF-GANSW709573754,28,20516.45,0.0051
